,country,goals,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z,results
0,Brazil98,0.4230769230769231,0.1469230769230768,-0.1361538461538461,-0.0299999999999999,0.4292307692307692,0.0376923076923076,0.2446153846153846,-0.22,0.2161538461538461,0.2699999999999999,-0.0769230769230768,-0.0976923076923077,-0.0199999999999999,-0.2246153846153846,0.1007692307692307,-0.1246153846153846,2
1,Brazil94,0.216923076923077,0.3484615384615384,0.0315384615384615,0.1584615384615385,0.8353846153846155,0.6269230769230769,0.2699999999999999,0.2669230769230769,1.1438461538461535,0.8346153846153845,-0.0592307692307692,-0.1346153846153845,0.1969230769230768,-0.0169230769230769,0.0338461538461538,0.1469230769230769,1
2,Brazil90,0.1138461538461538,0.3923076923076922,0.5992307692307691,0.513846153846154,0.833076923076923,0.4053846153846154,0.5215384615384615,1.139230769230769,1.1092307692307697,0.8592307692307692,0.0846153846153846,0.1030769230769231,0.6838461538461539,0.2138461538461538,0.3538461538461538,0.7869230769230771,9
3,Brazil86,0.4792307692307692,0.6092307692307692,0.2276923076923076,0.4507692307692307,0.7707692307692308,0.0423076923076923,0.3376923076923077,0.9276923076923078,0.5069230769230769,1.015384615384615,0.0207692307692307,0.3815384615384615,0.0384615384615384,0.0392307692307692,0.0223076923076922,0.6923076923076923,5
4,Brazil82,0.8776923076923077,0.7738461538461537,0.4284615384615385,0.6592307692307693,0.7546153846153845,0.3353846153846153,0.023076923076923,0.6384615384615385,0.4938461538461538,0.6376923076923074,-0.1176923076923076,-0.0338461538461538,0.5723076923076922,-0.0161538461538461,-0.0969230769230769,0.8907692307692309,5
0,Germany98,0.2453846153846154,0.0976923076923076,0.5492307692307692,0.4899999999999997,0.0907692307692307,0.0715384615384615,-0.4730769230769232,-0.1507692307692307,0.0969230769230769,0.2776923076923077,-0.153076923076923,-0.2123076923076923,0.0338461538461538,-0.1453846153846153,-0.0361538461538462,0.4876923076923077,7
1,Germany94,0.3376923076923079,0.2699999999999999,0.2923076923076922,0.2815384615384616,0.0653846153846153,-0.1423076923076923,-0.0769230769230769,0.4299999999999999,0.6884615384615385,0.0023076923076923,0.0207692307692307,0.1653846153846154,-0.0753846153846153,0.1930769230769231,0.0876923076923076,0.3938461538461539,5
2,Germany90,0.6730769230769231,0.6423076923076921,0.5023076923076923,0.2776923076923078,0.3100000000000001,0.1469230769230769,0.1530769230769229,0.0815384615384615,0.8146153846153845,0.4646153846153847,-0.1507692307692307,-0.0076923076923076,-0.0607692307692307,-0.22,0.0061538461538461,0.3876923076923076,1
3,Germany86,0.1146153846153845,0.1553846153846154,0.2715384615384615,0.3307692307692307,-0.0153846153846153,0.0284615384615384,0.1284615384615385,0.1092307692307692,0.1307692307692308,0.0569230769230768,-0.2323076923076923,-0.1469230769230769,-0.023076923076923,0.0784615384615384,0.5323076923076925,0.1407692307692307,2
4,Germany82,0.2507692307692306,0.2223076923076923,0.003076923076923,0.4053846153846154,-0.2700000000000001,-0.15,0.11,-0.0884615384615384,0.0061538461538461,-0.2107692307692307,-0.2576923076923077,-0.1246153846153845,-0.0046153846153846,0.013076923076923,0.0546153846153846,0.1776923076923076,2
0,Germany18,-0.0661538461538461,0.1623076923076923,0.2669230769230771,0.7415384615384613,0.5661538461538462,0.6046153846153847,-0.1938461538461539,0.5269230769230769,0.3769230769230768,0.2884615384615384,-0.49,-0.1207692307692308,-0.3507692307692308,-0.5107692307692309,-0.26,0.8615384615384615,32
1,Germany14,0.7553846153846154,0.6146153846153847,0.0715384615384615,0.436923076923077,0.5169230769230769,0.3446153846153846,-0.1323076923076923,-0.0061538461538461,0.6715384615384614,-0.0438461538461538,-0.2407692307692307,-0.0138461538461538,-0.1138461538461538,-0.1184615384615384,0.043076923076923,0.3961538461538462,1
2,Germany10,0.8169230769230768,0.4338461538461538,-0.0246153846153846,0.4523076923076924,0.1946153846153846,-0.1046153846153846,0.0061538461538461,0.3846153846153845,0.0476923076923077,0.0569230769230769,-0.0669230769230769,0.2761538461538462,0.2961538461538462,-0.3876923076923076,-0.2584615384615384,0.2761538461538462,3
3,Germany06,0.56,0.2253846153846154,0.0153846153846153,0.2069230769230768,0.0615384615384614,-0.043076923076923,-0.203076923076923,0.0369230769230769,0.3707692307692308,-0.07,-0.1784615384615385,-0.3492307692307693,-0.0938461538461538,-0.1653846153846153,-0.0553846153846154,-0.0007692307692307,3
4,Germany02,0.5630769230769231,0.2884615384615384,0.0938461538461537,0.2238461538461538,-0.4438461538461538,-0.3692307692307693,-0.3423076923076923,-0.2984615384615384,-0.0307692307692308,-0.3161538461538462,-0.3223076923076923,-0.2746153846153846,0.0269230769230769,-0.2607692307692307,-0.0176923076923076,0.1138461538461538,2
0,Portugal02,0.4030769230769229,0.2076923076923077,0.1576923076923076,0.0884615384615383,0.0569230769230768,-0.1615384615384615,0.3576923076923077,-0.0730769230769231,0.4684615384615384,0.5738461538461539,0.0853846153846154,0.0099999999999999,0.3269230769230767,0.3315384615384615,0.5576923076923077,0.2623076923076923,21
1,Portugal06,0.13,0.3438461538461539,-0.1453846153846154,-0.0046153846153846,0.0407692307692307,-0.3384615384615385,0.2376923076923077,0.2207692307692307,-0.1315384615384615,-0.0007692307692307,-0.3915384615384615,-0.0961538461538461,-0.0961538461538461,-0.1292307692307692,0.0407692307692307,-0.1084615384615384,4
2,Portugal10,0.5315384615384614,0.2846153846153846,-0.0238461538461538,0.1007692307692308,0.0784615384615384,-0.2999999999999999,0.07,0.1807692307692307,0.1053846153846153,0.0738461538461538,0.0238461538461538,-0.1315384615384615,-0.0092307692307692,0.2361538461538462,-0.03,0.053076923076923,11
3,Portugal14,0.0753846153846153,0.5292307692307691,0.273076923076923,0.2453846153846154,0.3792307692307692,0.4807692307692308,0.083076923076923,0.3507692307692306,0.173076923076923,-0.0307692307692307,-0.0484615384615384,0.1707692307692307,-0.1961538461538461,0.1853846153846154,0.0361538461538461,0.3015384615384615,18
4,Portugal18,0.3738461538461539,0.1661538461538461,0.2976923076923077,0.0446153846153845,0.3169230769230768,-0.0446153846153846,0.3792307692307691,0.2123076923076923,0.3007692307692307,0.2476923076923076,-0.0246153846153846,-0.2638461538461539,0.2946153846153846,0.1838461538461538,0.3861538461538463,0.1199999999999999,13
0,Spain02,0.4515384615384615,0.4953846153846152,-0.0123076923076923,0.1823076923076923,0.003076923076923,-0.2223076923076923,0.0123076923076923,0.1307692307692307,0.1476923076923077,-0.01,-0.1938461538461538,-0.2153846153846154,0.1515384615384615,-0.2876923076923076,0.1576923076923077,0.1323076923076923,10
1,Spain06,0.8815384615384615,1.0153846153846156,0.6376923076923077,0.5330769230769229,0.5007692307692307,0.2661538461538461,0.6769230769230768,0.08,0.4476923076923076,1.2153846153846155,-0.3376923076923077,-0.4423076923076924,-0.273076923076923,0.0415384615384615,0.093076923076923,0.6507692307692309,23
2,Spain10,0.18,0.5392307692307694,0.3830769230769231,0.8684615384615385,1.156923076923077,0.32,0.6169230769230768,1.432307692307692,0.7538461538461537,0.91,0.0269230769230769,0.6361538461538461,0.2861538461538461,-0.1384615384615385,0.4646153846153847,0.7623076923076924,1
3,Spain14,0.2438461538461538,0.5361538461538463,-0.0761538461538462,0.5969230769230769,0.7707692307692308,-0.0523076923076922,-0.1823076923076923,0.4892307692307693,1.146153846153846,0.6576923076923078,-0.383076923076923,-0.3792307692307692,0.0176923076923076,-0.3915384615384616,0.3330769230769231,0.4123076923076923,9
4,Spain18,0.1907692307692308,0.6807692307692309,0.3192307692307694,0.7630769230769232,1.4107692307692308,0.2676923076923076,0.5169230769230769,0.9815384615384614,0.42,0.4492307692307691,-0.3923076923076923,0.0946153846153846,-0.0169230769230769,-0.4100000000000001,0.1953846153846153,0.7261538461538463,5
0,Switzerland94,0.1169230769230769,0.0515384615384615,0.3500000000000001,0.2038461538461537,0.0523076923076923,0.103076923076923,-0.3369230769230769,-0.3361538461538462,-0.1861538461538461,0.073076923076923,-0.0761538461538461,-0.123076923076923,-0.0446153846153846,0.0946153846153846,0.1846153846153845,0.2092307692307691,15
0,Switzerland06,0.1130769230769231,0.0038461538461539,-0.05,-0.033076923076923,0.2253846153846154,0.1484615384615384,-0.013076923076923,-0.0723076923076923,0.5707692307692307,0.9584615384615384,0.2061538461538461,-0.0084615384615384,0.4792307692307692,-0.1515384615384615,0.1461538461538461,-0.0446153846153845,10
1,Switzerland10,-0.2223076923076923,0.1223076923076923,0.2515384615384615,0.1284615384615384,-0.1084615384615384,0.0715384615384616,0.0907692307692308,-0.0684615384615384,-0.4461538461538463,0.2761538461538461,0.3676923076923077,-0.1223076923076923,0.0592307692307692,0.4292307692307692,0.0423076923076922,0.2692307692307693,19
2,Switzerland14,0.3876923076923079,0.5507692307692307,0.0223076923076922,0.1384615384615384,0.0723076923076922,0.213076923076923,0.0099999999999999,0.0507692307692307,0.2046153846153846,-0.1946153846153846,-0.0607692307692307,-0.2153846153846154,-0.1299999999999999,0.3230769230769231,0.3823076923076922,0.2069230769230769,11
3,Switzerland18,0.2415384615384616,0.3307692307692305,0.5223076923076924,0.1815384615384616,0.2192307692307692,0.113076923076923,0.0453846153846153,0.2869230769230769,0.6792307692307691,0.503076923076923,-0.1723076923076923,0.4576923076923076,-0.2469230769230769,-0.04,0.1161538461538461,0.1869230769230769,14
0,France98,0.4453846153846154,0.3907692307692308,0.2438461538461537,0.2923076923076922,0.0915384615384615,0.1615384615384615,0.26,0.4561538461538462,0.3830769230769231,0.4861538461538461,-0.0853846153846153,-0.2830769230769231,0.1607692307692308,-0.0576923076923077,0.1315384615384615,0.4561538461538462,4
1,France86,0.3323076923076923,0.3623076923076924,-0.0438461538461538,0.3169230769230768,0.06,0.0192307692307692,0.1407692307692307,0.2099999999999999,0.3438461538461538,0.2761538461538462,-0.0576923076923077,0.1123076923076922,-0.0538461538461538,0.1430769230769231,0.0607692307692307,0.1923076923076923,3
2,France82,0.5007692307692306,0.2576923076923076,0.0807692307692307,0.1392307692307692,0.0315384615384615,-0.1946153846153846,0.4523076923076923,0.1684615384615385,0.0053846153846153,-0.0099999999999999,-0.0969230769230769,0.0315384615384615,0.0161538461538461,-0.0792307692307692,0.0753846153846154,0.2007692307692307,1
0,Brazil02,0.8438461538461538,0.7123076923076923,0.0169230769230768,0.2453846153846154,0.0107692307692307,-0.1815384615384615,0.9407692307692308,0.8346153846153844,0.2415384615384615,0.0353846153846153,-0.0392307692307692,0.1315384615384615,-0.1661538461538461,-0.1346153846153846,0.1007692307692308,0.3061538461538461,1
1,Brazil06,0.6192307692307693,0.3838461538461539,0.0653846153846154,0.2776923076923075,0.7015384615384617,0.0523076923076923,0.6984615384615385,0.7130769230769229,0.4584615384615385,0.3138461538461538,0.1323076923076923,0.0869230769230768,-0.1553846153846153,-0.0130769230769231,0.2861538461538462,0.4346153846153846,5
2,Brazil10,0.5576923076923076,0.1869230769230768,0.1415384615384615,0.3984615384615386,0.7792307692307692,0.2476923076923077,0.84,0.9376923076923078,0.8107692307692307,1.0315384615384615,-0.1146153846153846,0.3653846153846153,0.0046153846153846,0.2484615384615384,0.3315384615384617,0.5353846153846153,6
3,Brazil14,0.3284615384615386,0.3761538461538461,0.0292307692307691,0.4753846153846152,-0.0038461538461538,-0.1930769230769231,0.4199999999999999,0.4084615384615384,0.3746153846153847,0.3692307692307693,0.0192307692307692,0.1169230769230769,0.2692307692307692,0.4438461538461538,0.5515384615384615,0.2915384615384616,4
4,Brazil18,0.4276923076923077,0.8646153846153843,0.3523076923076924,1.153076923076923,0.5807692307692308,-0.0153846153846154,0.6638461538461539,1.0923076923076926,0.8130769230769231,0.8099999999999999,-0.1407692307692308,0.3484615384615385,-0.0261538461538461,-0.1869230769230769,0.4192307692307691,1.027692307692308,6
0,Netherlands14,0.493846153846154,0.406923076923077,-0.0407692307692307,0.0969230769230769,0.1007692307692307,-0.1692307692307692,0.3061538461538463,0.0984615384615384,-0.0323076923076922,0.13,0.0969230769230769,-0.1746153846153846,0.2576923076923076,0.2892307692307692,-0.0199999999999999,0.1038461538461537,3
1,Netherlands10,0.3969230769230767,0.126923076923077,-0.0923076923076922,0.1623076923076924,0.3746153846153846,0.0730769230769231,0.1546153846153846,0.1353846153846154,0.2984615384615384,0.2984615384615384,0.0630769230769231,0.3161538461538462,0.0415384615384615,0.3684615384615384,0.4392307692307691,0.1276923076923077,2
2,Netherlands06,0.0138461538461538,0.156923076923077,-0.1992307692307692,0.1523076923076922,0.2061538461538461,-0.1161538461538461,0.1761538461538462,0.5169230769230769,0.4023076923076923,0.3623076923076924,0.18,0.2753846153846153,-0.0169230769230768,0.5676923076923076,-0.0430769230769231,0.08,11
0,Belgium02,0.199230769230769,0.2107692307692308,0.1807692307692307,0.36,-0.3361538461538461,-0.3161538461538461,-0.2830769230769231,-0.4992307692307692,-0.1561538461538461,-0.0107692307692307,-0.2653846153846154,-0.2984615384615384,0.3761538461538461,0.1253846153846154,0.173076923076923,0.27,14
1,Belgium14,0.1376923076923076,0.2099999999999999,0.3084615384615384,0.5361538461538461,0.2184615384615384,-0.0976923076923076,0.5907692307692307,0.8538461538461538,0.2530769230769231,0.376153846153846,0.0230769230769231,0.1938461538461538,0.5853846153846154,0.3730769230769231,-0.08,0.473076923076923,6
2,Belgium18,0.5661538461538462,0.5607692307692307,0.2346153846153846,0.446923076923077,0.1623076923076923,-0.0376923076923077,0.4738461538461538,0.5423076923076923,-0.023076923076923,-0.093076923076923,-0.2253846153846154,0.3138461538461538,-0.2353846153846154,0.063076923076923,-0.043076923076923,0.5584615384615385,3
0,England02,0.176153846153846,0.1861538461538462,0.0861538461538461,0.1638461538461538,0.2184615384615384,0.0046153846153845,0.0892307692307692,0.32,-0.2207692307692307,-0.2892307692307692,0.3607692307692307,-0.0153846153846154,0.4046153846153845,-0.0138461538461538,0.1892307692307692,-0.0384615384615384,6
1,England06,0.1223076923076923,0.33,0.343076923076923,0.5523076923076922,-0.0553846153846154,-0.3738461538461538,0.3099999999999999,-0.0223076923076923,0.18,-0.2876923076923077,-0.1969230769230769,0.7146153846153844,0.3461538461538461,-0.1992307692307692,0.0307692307692307,0.3046153846153845,7
2,England10,-0.0007692307692307,0.323076923076923,0.3884615384615383,0.4246153846153847,0.2553846153846154,-0.0123076923076923,0.1353846153846153,0.1546153846153846,0.2199999999999999,0.5815384615384614,-0.2676923076923077,0.8753846153846152,0.2661538461538461,-0.0915384615384615,0.0423076923076922,0.5061538461538461,13
3,England14,-0.093076923076923,0.3015384615384614,0.0407692307692307,0.0261538461538461,0.2530769230769231,-0.1007692307692307,0.4476923076923076,0.2107692307692308,0.0176923076923076,-0.2761538461538461,-0.2799999999999999,-0.2569230769230769,-0.1638461538461538,-0.2830769230769231,0.1346153846153846,0.1707692307692307,26
4,England18,0.446923076923077,0.4046153846153846,0.1261538461538462,0.3669230769230769,0.2346153846153846,-0.1846153846153846,0.0846153846153846,0.0861538461538461,-0.0884615384615384,0.0215384615384615,-0.1838461538461538,0.2361538461538461,0.4669230769230769,-0.143076923076923,0.1699999999999999,0.2799999999999999,4
0,Argentina02,-0.0853846153846153,0.6738461538461539,0.5615384615384614,0.8200000000000001,0.39,0.0676923076923076,0.1838461538461538,0.6084615384615385,0.3961538461538461,0.5769230769230769,-0.353076923076923,0.4800000000000004,0.0384615384615384,0.0984615384615385,0.2823076923076921,0.6876923076923075,18
1,Argentina06,0.7000000000000001,-0.0069230769230768,-0.1376923076923077,-0.0715384615384615,0.4430769230769232,0.0807692307692307,0.3684615384615385,-0.1615384615384615,0.3123076923076923,0.1638461538461538,0.1746153846153846,0.6707692307692307,-0.2384615384615384,0.1246153846153845,0.2815384615384615,0.0384615384615384,6
2,Argentina10,0.4507692307692306,0.496153846153846,0.0092307692307692,0.5538461538461539,0.5492307692307693,0.0653846153846154,0.7084615384615383,0.0199999999999999,0.5661538461538461,0.4569230769230769,-0.2192307692307692,0.2338461538461538,-0.2176923076923077,-0.3846153846153846,0.2353846153846155,0.4884615384615384,5
3,Argentina14,0.0115384615384615,0.1523076923076923,0.2223076923076923,0.2892307692307693,0.2246153846153845,-0.1415384615384615,0.476923076923077,0.1707692307692307,0.54,0.2538461538461538,0.0792307692307692,0.2115384615384615,-0.1192307692307692,-0.2561538461538462,0.1761538461538461,0.1684615384615385,2
4,Argentina18,0.3738461538461539,0.11,0.03,0.3007692307692307,0.4976923076923076,-0.2138461538461538,0.4499999999999999,0.7430769230769231,0.8815384615384615,0.3707692307692307,0.0123076923076923,0.0746153846153846,0.0069230769230769,-0.0407692307692307,0.6561538461538461,0.3169230769230769,16
0,Uruguay02,0.2392307692307691,0.55,0.1569230769230769,0.1830769230769229,-0.2107692307692307,-0.2046153846153846,0.7476923076923077,0.4161538461538461,0.0992307692307692,-0.0676923076923077,0.0215384615384615,-0.183076923076923,0.2638461538461539,0.0976923076923077,0.06,0.0553846153846154,26
1,Uruguay10,0.3969230769230766,0.1307692307692307,-0.0692307692307692,0.05,-0.1507692307692307,-0.2253846153846153,0.0838461538461538,-0.0338461538461538,-0.0507692307692307,0.0615384615384615,0.4953846153846153,0.0638461538461538,0.4738461538461537,-0.013076923076923,0.3353846153846153,-0.1676923076923077,4
2,Uruguay14,0.0746153846153845,0.1292307692307693,0.1115384615384615,0.2269230769230769,-0.1523076923076922,-0.1546153846153846,-0.2046153846153846,-0.2730769230769231,-0.1192307692307692,0.1746153846153846,-0.0246153846153846,-0.25,0.4092307692307691,0.5553846153846155,0.3507692307692308,0.0561538461538461,12
3,Uruguay18,0.2153846153846154,0.3161538461538461,0.1715384615384615,0.1746153846153846,0.0307692307692307,-0.0023076923076923,-0.0207692307692307,-0.0184615384615384,-0.1784615384615384,0.9200000000000002,0.1038461538461538,-0.0553846153846153,-0.0138461538461538,0.1046153846153846,0.2246153846153846,0.1646153846153845,5
0,Senegal02,0.1930769230769229,0.0876923076923077,-0.18,0.0453846153846154,-0.4923076923076922,-0.3253846153846154,0.3330769230769232,0.0484615384615385,-0.2799999999999999,-0.3453846153846154,0.0823076923076922,-0.1523076923076923,0.1684615384615384,0.1107692307692307,0.2446153846153846,-0.0569230769230768,7
1,Senegal18,0.1107692307692308,-0.0746153846153846,0.1484615384615385,0.0876923076923077,-0.3207692307692307,-0.1507692307692307,0.0284615384615384,0.1215384615384616,-0.3846153846153846,-0.2407692307692307,-0.1453846153846154,-0.3530769230769231,0.3023076923076924,0.3523076923076921,-0.0953846153846154,0.0715384615384615,17
0,Ecuador02,-0.0853846153846153,-0.2923076923076923,-0.0669230769230769,-0.23,0.8423076923076922,0.6669230769230771,0.2269230769230769,-0.0515384615384615,0.8500000000000001,0.6092307692307694,0.2561538461538461,0.5115384615384616,0.1992307692307693,0.4453846153846152,-0.0492307692307692,-0.2661538461538461,24
1,Ecuador06,0.3030769230769231,0.0853846153846154,0.0299999999999999,-0.0546153846153846,0.3484615384615384,0.0715384615384615,0.243076923076923,0.0792307692307692,0.0038461538461538,0.2700000000000001,0.1215384615384615,0.033076923076923,0.353076923076923,0.3276923076923075,0.0469230769230768,0.1030769230769231,12
2,Ecuador14,0.0753846153846154,0.13,-0.0176923076923077,-0.0669230769230769,-0.1976923076923077,0.0061538461538461,0.1161538461538461,0.1930769230769231,-0.2546153846153846,-0.5092307692307693,0.4069230769230769,0.0392307692307692,0.6007692307692308,0.4746153846153846,-0.0638461538461538,-0.1438461538461538,17
0,CostaRica14,0.0161538461538461,-0.1776923076923077,-0.1707692307692308,-0.1484615384615384,-0.2676923076923077,-0.2723076923076922,-0.3446153846153847,-0.4323076923076923,-0.3392307692307693,-0.3476923076923076,0.2092307692307692,-0.2376923076923077,-0.0961538461538461,0.4338461538461537,0.163076923076923,-0.2684615384615384,8
1,CostaRica18,-0.243076923076923,-0.0215384615384614,0.09,-0.1176923076923077,-0.1899999999999999,-0.03,0.2830769230769231,-0.3492307692307692,-0.2523076923076923,-0.2846153846153846,0.2153846153846154,-0.1984615384615384,-0.0123076923076923,0.2015384615384614,-0.1292307692307692,-0.0846153846153846,30
0,Mexico10,0.1323076923076923,0.2515384615384615,-0.0246153846153846,0.1992307692307692,0.563076923076923,0.2,0.2346153846153845,0.8638461538461539,1.1092307692307692,-0.0184615384615384,0.1569230769230769,0.1753846153846154,-0.0092307692307692,0.6076923076923075,0.3784615384615384,0.3192307692307692,14
1,Mexico14,0.2007692307692307,-0.0438461538461537,0.2007692307692307,0.0646153846153847,-0.0046153846153846,0.1746153846153846,-0.0553846153846154,-0.0899999999999999,-0.1507692307692307,-0.193076923076923,-0.0769230769230769,-0.0238461538461538,-0.1192307692307692,0.0946153846153846,0.1523076923076923,0.0846153846153845,10
2,Mexico18,-0.023076923076923,0.1946153846153847,0.0292307692307692,0.3415384615384616,0.2738461538461538,0.5561538461538462,0.6884615384615387,0.9823076923076924,0.5323076923076921,0.3646153846153846,0.0861538461538461,0.9615384615384616,0.0069230769230769,0.3523076923076921,0.24,0.26,12
